,NORMA OFICIAL MEXICANA VERIFICADA,TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,GIRO COMERCIAL,ENTIDAD,CUMPLIO?
0,NOM-015-SCFI-2007,MUÑECOS,JULIO CEPEDA JUGUETERIAS S.A. DE C.V.,JUGUETERIA,AGUASCALIENTES,True
1,NOM-004-SCFI-2006,ROPA CABALLERO,C&A DE MEXICO S. DE R.L.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
2,NOM-142-SSA1-1995,BRANDY,ASFEIXAS  S.A. DE C.V.,MOTEL,AGUASCALIENTES,True
3,NOM-142-SSA1-1995,BRANDY,MOTEL VILLA MIRO- MIRO HOTELERIA  S.A. DE C.V.,MOTEL,AGUASCALIENTES,True
4,NOM-142-SSA1-1995,BRANDY,MOTEL LUA- COMPAÑIA HOTELERA PESCADORES  S.A. DE C.V.,MOTEL,AGUASCALIENTES,True
5,NOM-142-SSA1-1995,BRANDY,MOTEL PEDRA- PEDRA  S.A. DE C.V.,MOTEL,AGUASCALIENTES,True
6,NOM-020-SCFI-1997,ZAPATOS,CANDY STREET- CLAUDIA STEPHANIE MORA GARCIA,ZAPATERIA,AGUASCALIENTES,True
7,NOM-004-SCFI-2006,ROPA,VICKY BOUTIQUE- ROCIO ESPARZA ORTIZ,ROPA PARA DAMA,AGUASCALIENTES,True
8,NOM-142-SSA1-1995,RON,MOTEL CASTILLO-CIA. HOTELERA FENTOS  S. A. DE C. V.,HOTEL,AGUASCALIENTES,True
9,NOM-142-SSA1-1995,TEQUILA,MOTEL LOS ARCOS S.A. DE C.V.,BAR,AGUASCALIENTES,True
10,NOM-142-SSA1-1995,BRANDY,RESTAURANTE LOS ARCOS- MARIS BAJA  S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
11,NOM-142-SSA1-1995,BRANDY,EL ALMACEN DEL BIFE- SI NO HAY PARA TODOS NO HAY PARA NADIE  S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
12,NOM-142-SSA1-1995,BRANDY,ANTIGUA HACIENDA LA NORIA- HECTOR FLORES AGUILAR,RESTAURANT-BAR,AGUASCALIENTES,True
13,NOM-142-SSA1-1995,CERVEZA,VIRREY BUFFETS S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,True
14,NOM-006-SCFI-2012,TEQUILA,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,BAR,AGUASCALIENTES,True
15,NOM-070-SCFI-1994,MEZCAL,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,BAR,AGUASCALIENTES,True
16,NOM-142-SSA1-1995,BRANDY,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,BAR,AGUASCALIENTES,True
17,NOM-006-SCFI-2012,TEQUILA,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,RESTAURANT-BAR,AGUASCALIENTES,True
18,NOM-070-SCFI-1994,MEZCAL,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,RESTAURANT-BAR,AGUASCALIENTES,True
19,NOM-142-SSA1-1995,BRANDY,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,RESTAURANT-BAR,AGUASCALIENTES,True
20,NOM-051-SCFI/SSA1-2010,BEBIDAS,CADENA COMERCIAL OXXO  S. A. DE C.V.,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
21,NOM-051-SCFI/SSA1-2010,SOPA DE PASTA,CADENA COMERCIAL OXXO  S. A. DE C.V.,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
22,NOM-051-SCFI/SSA1-2010,GELATINAS,FARMACIA GUADALAJARA  S. A. DE C. V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,AGUASCALIENTES,True
23,NOM-051-SCFI/SSA1-2010,PRODUCTO LACTEO COMBINADO,FARMACIA GUADALAJARA  S. A. DE C. V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,AGUASCALIENTES,True
24,NOM-051-SCFI/SSA1-2010,ATUN,ABARROTES - JOSE ALVARO NUÑEZ GUZMAN,ABARROTES,AGUASCALIENTES,True
25,NOM-051-SCFI/SSA1-2010,VELADORAS  Y CERAS,ABARROTES - JOSE ALVARO NUÑEZ GUZMAN,ABARROTES,AGUASCALIENTES,True
26,NOM-051-SCFI/SSA1-2010,FRIJOLES,ABARROTES - JOSE ALVARO NUÑEZ GUZMAN,ABARROTES,AGUASCALIENTES,True
27,NOM-084-SCFI-1994,ATUN,SUPERAMA-NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
28,NOM-051-SCFI/SSA1-2010,HUEVO,SAM'S CLUB- NUEVA WAL MART DE MEXICO  S DE RL DE CV,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
29,NOM-006-SCFI-2012,TEQUILA,CADENA COMERCIAL OXXO SA DE CV,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
30,NOM-142-SSA1-1995,BRANDY,CADENA COMERCIAL OXXO SA DE CV,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
31,NOM-142-SSA1-1995,WHISKY,CADENA COMERCIAL OXXO SA DE CV,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
32,NOM-006-SCFI-2012,TEQUILA,CADENA COMERCIAL OXXO SA DE CV   (COLON),ABARROTES,AGUASCALIENTES,True
33,NOM-142-SSA1-1995,BRANDY,CADENA COMERCIAL OXXO SA DE CV   (COLON),ABARROTES,AGUASCALIENTES,True
34,NOM-006-SCFI-2012,TEQUILA,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),ABARROTES,AGUASCALIENTES,True
35,NOM-142-SSA1-1995,BRANDY,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),ABARROTES,AGUASCALIENTES,True
36,NOM-006-SCFI-2012,TEQUILA,LA BOMBILLA VINOS SA DE CV,BEBIDAS ALCOHOLICAS,AGUASCALIENTES,True
37,NOM-142-SSA1-1995,BRANDY,LA BOMBILLA VINOS SA DE CV,BEBIDAS ALCOHOLICAS,AGUASCALIENTES,True
38,NOM-142-SSA1-1995,WHISKY,LA BOMBILLA VINOS SA DE CV,BEBIDAS ALCOHOLICAS,AGUASCALIENTES,True
39,NOM-006-SCFI-2012,TEQUILA,TIENDAS EXTRA S.A DE C.V,ABARROTES,AGUASCALIENTES,True
40,NOM-142-SSA1-1995,WHISKY,TIENDAS EXTRA S.A DE C.V,ABARROTES,AGUASCALIENTES,True
41,NOM-051-SCFI/SSA1-2010,BEBIDAS,FARMACIAS BENAVIDES S.A.B. DE C.V.,FARMACIA,AGUASCALIENTES,True
42,NOM-051-SCFI/SSA1-2010,JUGOS,FARMACIAS BENAVIDES S.A.B. DE C.V.,FARMACIA,AGUASCALIENTES,True
43,NOM-006-SCFI-2012,TEQUILA,CADENA COMERCIAL OXXO  S. A. DE C. V.,ABARROTES,AGUASCALIENTES,True
44,NOM-142-SSA1-1995,BRANDY,CADENA COMERCIAL OXXO  S. A. DE C. V.,ABARROTES,AGUASCALIENTES,True
45,NOM-051-SCFI/SSA1-2010,HUEVO,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,TIENDAS DE CONVENIENCIA,AGUASCALIENTES,True
46,NOM-051-SCFI/SSA1-2010,ACEITE COMESTIBLE,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,TIENDAS DE CONVENIENCIA,AGUASCALIENTES,True
47,NOM-051-SCFI/SSA1-2010,MEDICAMENTOS,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,FARMACIA,AGUASCALIENTES,True
48,NOM-051-SCFI/SSA1-2010,LECHE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,FARMACIA,AGUASCALIENTES,True
49,NOM-004-SCFI-2006,TRAJE DE BAÑO,DEL SOL-GRUPO COMERCIAL CONTROL  S. A. DE C. V.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
51,NOM-004-SCFI-2006,TRAJE DE BAÑO,SEARS OPERADORA DE MEXICO  S. A. DE C. V.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
53,NOM-004-SCFI-2006,TRAJE DE BAÑO,DISTRIBUIDORA LIVERPOOL  SA DE CV,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
55,NOM-006-SCFI-2012,TEQUILA,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,True
56,NOM-142-SSA1-1995,RON,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,True
57,NOM-006-SCFI-2012,TEQUILA,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
58,NOM-142-SSA1-1995,CERVEZA,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
59,NOM-006-SCFI-2012,BEBIDA ALCOHOLICA,HARD,DISCOTEQUE,AGUASCALIENTES,True
60,NOM-142-SSA1-1995,BEBIDA ALCOHOLICA,HARD,DISCOTEQUE,AGUASCALIENTES,True
61,NOM-006-SCFI-2012,TEQUILA,SANTISIMA- AROB  S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
62,NOM-142-SSA1-1995,CERVEZA,SANTISIMA- AROB  S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
63,NOM-142-SSA1-1995,BRANDY,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
64,NOM-006-SCFI-2012,TEQUILA,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
65,NOM-006-SCFI-2012,TEQUILA,LA MANSION - RICHYCARLS S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
66,NOM-142-SSA1-1995,BRANDY,LA MANSION - RICHYCARLS S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
67,NOM-006-SCFI-2012,TEQUILA,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
68,NOM-142-SSA1-1995,BRANDY,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
69,NOM-006-SCFI-2012,TEQUILA REPOSADO,LA MAJADA-ILIANA RODRIGUEZ GARCIA,RESTAURANT-BAR,AGUASCALIENTES,True
70,NOM-142-SSA1-1995,CERVEZA,LA MAJADA-ILIANA RODRIGUEZ GARCIA,RESTAURANT-BAR,AGUASCALIENTES,True
71,NOM-006-SCFI-2012,TEQUILA,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,RESTAURANT-BAR,AGUASCALIENTES,True
72,NOM-142-SSA1-1995,CERVEZA,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,RESTAURANT-BAR,AGUASCALIENTES,True
73,NOM-006-SCFI-2012,TEQUILA,EL COSTEÑITO - CANGREJITO PLAYERO S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
74,NOM-142-SSA1-1995,CERVEZA,EL COSTEÑITO - CANGREJITO PLAYERO S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
75,NOM-006-SCFI-2012,TEQUILA,SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,AGUASCALIENTES,True
76,NOM-142-SSA1-1995,CERVEZA,SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,AGUASCALIENTES,True
77,NOM-006-SCFI-2012,TEQUILA,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,True
78,NOM-142-SSA1-1995,CERVEZA,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,True
79,NOM-006-SCFI-2012,TEQUILA,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
80,NOM-142-SSA1-1995,BRANDY,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
81,NOM-006-SCFI-2012,TEQUILA,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,AGUASCALIENTES,True
82,NOM-142-SSA1-1995,BRANDY,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,AGUASCALIENTES,True
83,NOM-006-SCFI-2012,TEQUILA,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
84,NOM-142-SSA1-1995,BRANDY,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,True
85,NOM-006-SCFI-2012,TEQUILA,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,AGUASCALIENTES,True
86,NOM-142-SSA1-1995,CERVEZA,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,AGUASCALIENTES,True
87,NOM-142-SSA1-1995,BRANDY,MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,BAR,AGUASCALIENTES,True
88,NOM-142-SSA1-1995,CERVEZA,CSP DE AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,True
89,NOM-142-SSA1-1995,CERVEZA,FAVELA - JULIO TORRE LOMELI,RESTAURANT-BAR,AGUASCALIENTES,True
90,NOM-142-SSA1-1995,BRANDY,LA CANTINA DE ANTAÑO - JOSE LUIS MAGAÑA GONZALEZ,RESTAURANT-BAR,AGUASCALIENTES,True
91,NOM-142-SSA1-1995,CERVEZA,KARNES EN SU JUGO - ALDE ROSA MARTINEZ PEREZ,RESTAURANT-BAR,AGUASCALIENTES,True
92,NOM-142-SSA1-1995,BRANDY,MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
93,NOM-142-SSA1-1995,TEQUILA,BURANA,BAR,AGUASCALIENTES,True
94,NOM-142-SSA1-1995,BRANDY,LOS RIELES,RESTAURANT-BAR,AGUASCALIENTES,True
95,NOM-142-SSA1-1995,BRANDY,GRUPO PERA DEL CENTRO S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
96,NOM-142-SSA1-1995,WHISKY,SONORA'S MEAT BOUTIQUE DE CORTES FINOS,RESTAURANT-BAR,AGUASCALIENTES,True
97,NOM-142-SSA1-1995,BRANDY,LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,RESTAURANT-BAR,AGUASCALIENTES,True
98,NOM-015-SCFI-2007,JUGUETES,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETERIA,AGUASCALIENTES,True
99,NOM-142-SSA1-1995,BRANDY,CARNITAS SAN PANCHO - SIGELFREDO DURAN ESPARZA,RESTAURANT-BAR,AGUASCALIENTES,True
100,NOM-006-SCFI-2012,TEQUILA,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BAR,AGUASCALIENTES,True
101,NOM-142-SSA1-1995,BRANDY,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BAR,AGUASCALIENTES,True
102,NOM-050-SCFI-2004,ARTICULOS DEL HOGAR,CROWN BACCARA- ESTHER ZAMORA MENDOZA,ARTICULOS PARA EL HOGAR,AGUASCALIENTES,True
103,NOM-142-SSA1-1995,WHISKY,THAI AGUASCALIENTES  S. DE R.L. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
104,NOM-142-SSA1-1995,BRANDY,LA MANSION- RICHYCARLS  S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
105,NOM-142-SSA1-1995,BRANDY,WING'S AIR FORCE- FRANQUICIAS WING'S AIR FORCE  S. DE R.L. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
106,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIAS TANIA -ISABEL PATRICIA RODRIGUEZ AGUAYO,ZAPATERIA,AGUASCALIENTES,True
107,NOM-050-SCFI-2004,ARTICULOS DE COCINA,TIENDAS SORIANA S. A . DE C. V.,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
108,NOM-050-SCFI-2004,ARTICULOS DE COCINA,COPPEL SA DE CV,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
109,NOM-050-SCFI-2004,CHOCOLATE,DULCERIA LA CHACHITA / HECTOR JAVIER DE ALBA PEREZ,DULCERIA,AGUASCALIENTES,True
110,NOM-142-SSA1-1995,CERVEZA,MARISCOS EL MELON-JORGE ALBERTO RODRIGUEZ GOMEZ,PESCADOS Y MARISCOS,AGUASCALIENTES,True
111,NOM-050-SCFI-2004,VEHICULOS,CENTRO LLANTERO NACOZARI  S. A. DE C. V.,SIN GIRO ESPECIFICO,AGUASCALIENTES,True
112,NOM-142-SSA1-1995,RON,EL MUELLE SEA FOOD BAR- SOMOS LOS QUE ESTAMOS S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,True
113,NOM-142-SSA1-1995,BRANDY,RESTAURANTE AUGUSTOïS S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,True
114,NOM-051-SCFI/SSA1-2010,ARROZ,TIENDAS CHEDRAUI  S. A. DE C. V.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
115,NOM-142-SSA1-1995,VODKA,MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,RESTAURANT-BAR,AGUASCALIENTES,True
116,NOM-050-SCFI-2004,DETERGENTE LIQUIDO,NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,TIENDA DE AUTOSERVICIO,AGUASCALIENTES,True
117,NOM-020-SCFI-1997,ACCESORIOS PARA PIEL Y CALZADO,DPORTENIS- COMERCIAL DPORTENIS  S.A. DE C.V.,ZAPATERIA,AGUASCALIENTES,True
118,NOM-020-SCFI-1997,ACCESORIOS PARA PIEL Y CALZADO,INNOVA SPORT- INNOVA SPORT  S.A. DE C.V.,ROPA DEPORTIVA,AGUASCALIENTES,True
119,NOM-024-SCFI-2013,APARATOS ELECTRONICOS,DEL SOL- GRUPO COMERCIAL CONTROL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
120,NOM-050-SCFI-2004,COMPUTADORAS PERSONALES,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,ARTICULOS DE OFICINA,AGUASCALIENTES,True
121,NOM-142-SSA1-1995,BRANDY,SUSHITO - JUAN FERNANDO OROZCO CARDONA,RESTAURANTE,AGUASCALIENTES,True
122,NOM-142-SSA1-1995,CERVEZA,CAFEZZITO - CAFEZZITO AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,True
123,NOM-142-SSA1-1995,CERVEZA,PIZZAS LAS CUADRADAS - COMERCIALIZADORA DEL CENTRO S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,True
124,NOM-050-SCFI-2004,ACCESORIOS ELECTRONICOS,SANBORN HERMANOS  S.  A.,TIENDA DEPARTAMENTAL,AGUASCALIENTES,True
125,NOM-050-SCFI-2004,ACCESORIOS PARA AUTOS,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,ACCESORIOS PARA AUTOMOVIL,AGUASCALIENTES,True
126,NOM-024-SCFI-2013,APARATOS ELECTRONICOS,COMPONENTES ELECTRONICOS DE AGUASCALIENTES  S. A. DE C. V.,PRODUCTOS ELECTRONICOS,AGUASCALIENTES,True
127,NOM-033-SCFI-1994,JOYERIA,COMPRA Y VENTA DE ORO Y PLATA- GUADALUPE ALEJANDRA ROMO AGUIRRE,JOYERIA,AGUASCALIENTES,True
128,NOM-033-SCFI-1994,JOYERIA,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,JOYERIA,AGUASCALIENTES,True
130,NOM-033-SCFI-1994,JOYERIA,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,JOYERIA,AGUASCALIENTES,True
132,NOM-050-SCFI-2004,HERRAMIENTAS,FERRETERIA LA GLORIA S. DE R. L. DE C.V.,FERRETERIA,BAJA CALIFORNIA,False
133,NOM-050-SCFI-2004,HERRAMIENTAS,FERRETERIA HIPODROMO S DE RL DE CV,FERRETERIA,BAJA CALIFORNIA,True
134,NOM-051-SCFI/SSA1-2010,PRODUCTOS ENLATADOS,DISTRIBUIDORA EL FLORIDO  S.A DE C.V.,CARNICERIA,BAJA CALIFORNIA,False
135,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,SUPER DAX LOS ENCINOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,False
136,NOM-072-SSA1-2012,MEDICAMENTOS,FARMACIAS ROMA,FARMACIA,BAJA CALIFORNIA,True
137,NOM-050-SCFI-2004,ARTICULOS  DE LIMPIEZA,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,REFACCIONARIA AUTOMOTRIZ,BAJA CALIFORNIA,True
138,NOM-050-SCFI-2004,HERRAMIENTAS,FIX FERRETERIAS,FERRETERIA,BAJA CALIFORNIA,True
139,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA YANET S. DE R.L. DE C.V.,DULCES Y CHOCOLATES,BAJA CALIFORNIA,True
140,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO EL AGUAJE,ABARROTES,BAJA CALIFORNIA,True
141,NOM-050-SCFI-2004,ARTICULOS ESCOLARES,PAPELERIA Y MISCELANEA MARA,PAPELERIA,BAJA CALIFORNIA,True
142,NOM-072-SSA1-2012,MEDICAMENTOS,FARMACIAS DEL AHORRO,FARMACIA,BAJA CALIFORNIA,False
143,NOM-142-SSA1-1995,WHISKY,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,BAJA CALIFORNIA,True
144,NOM-006-SCFI-2012,TEQUILA,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,BAJA CALIFORNIA,True
145,NOM-050-SCFI-2004,ARTICULOS PARA BEBE,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,BAJA CALIFORNIA,True
146,NOM-051-SCFI/SSA1-2010,BEBIDAS,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,BAJA CALIFORNIA,True
147,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA EL MOLINO,DULCERIA,BAJA CALIFORNIA,True
148,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
149,NOM-006-SCFI-2012,TEQUILA,MOTEL VIA,MOTEL,BAJA CALIFORNIA,True
150,NOM-006-SCFI-2012,TEQUILA,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,BAJA CALIFORNIA,True
151,NOM-142-SSA1-1995,WHISKY ESCOCES,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,BAJA CALIFORNIA,True
152,NOM-142-SSA1-1995,LICOR,MOTEL VILLA DORADA,HOTEL,BAJA CALIFORNIA,True
153,NOM-006-SCFI-2012,TEQUILA,MOTEL VILLA DORADA,HOTEL,BAJA CALIFORNIA,True
154,NOM-142-SSA1-1995,RON,MOTEL ENSUEÑO,HOTEL,BAJA CALIFORNIA,True
155,NOM-006-SCFI-2012,TEQUILA,MOTEL ENSUEÑO,HOTEL,BAJA CALIFORNIA,True
156,NOM-142-SSA1-1995,WHISKY ESCOCES,MOTEL BALANDRA,HOTEL,BAJA CALIFORNIA,True
157,NOM-142-SSA1-1995,WHISKY ESCOCES,MOTEL SCALA,HOTEL,BAJA CALIFORNIA,True
158,NOM-051-SCFI/SSA1-2010,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER S.A. DE C.V.,FARMACIA,BAJA CALIFORNIA,True
159,NOM-051-SCFI/SSA1-2010,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER  S.A. DE C.V.,FARMACIA,BAJA CALIFORNIA,True
160,NOM-142-SSA1-1995,VODKA,REYES SALON CANTINA TJ,BAR,BAJA CALIFORNIA,True
162,NOM-084-SCFI-1994,ATUN,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
163,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,PESCADERIA LAS PLAYAS,PESCADOS Y MARISCOS,BAJA CALIFORNIA,True
164,NOM-084-SCFI-1994,ATUN,ABARROTES Y CARNICERIA JORGE,CARNICERIA,BAJA CALIFORNIA,True
165,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,BAJA CALIFORNIA,True
166,NOM-084-SCFI-1994,ATUN,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,BAJA CALIFORNIA,True
167,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO EMILIA # 1,MERCADO,BAJA CALIFORNIA,True
168,NOM-084-SCFI-1994,ATUN,MERCADO EMILIA # 1,MERCADO,BAJA CALIFORNIA,True
169,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO DIAZ,MERCADO,BAJA CALIFORNIA,True
170,NOM-084-SCFI-1994,ATUN,MERCADO DIAZ,MERCADO,BAJA CALIFORNIA,True
171,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,MERCADO,BAJA CALIFORNIA,False
172,NOM-142-SSA1-1995,CERVEZA,SUSHI FACTORY S.A. DE C.V.,RESTAURANTE,BAJA CALIFORNIA,False
173,NOM-084-SCFI-1994,ATUN,MERCADO MINERVA II,MERCADO,BAJA CALIFORNIA,True
174,NOM-084-SCFI-1994,ATUN,BODEGA AURRERA QUINTAS DEL REFUGIO,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,True
175,NOM-004-SCFI-2006,LENCERIA,SEXY ROSA BOUTIQUE,BOUTIQUE,BAJA CALIFORNIA,False
176,NOM-050-SCFI-2004,PRESERVATIVOS,SEXY ROSA BOUTIQUE,BOUTIQUE,BAJA CALIFORNIA,False
177,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
178,NOM-084-SCFI-1994,ATUN,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
179,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,ABARROTES,BAJA CALIFORNIA,False
180,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,True
