,NORMA OFICIAL MEXICANA VERIFICADA,TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,GIRO COMERCIAL,ENTIDAD,CUMPLIO?
26868,NOM-118-SCFI-2004,CERILLOS,ABARROTES ARLIM,ABARROTES,MEXICO,True
26869,NOM-118-SCFI-2004,CERILLOS,ABARROTES CHILACA MARKET,ABARROTES,MEXICO,True
26870,NOM-142-SSA1-1995,CERVEZA,MISCELANEA LA MADRILEÑA,MISCELANEA,MEXICO,True
26871,NOM-090-SCFI-2014,ENCENDEDORES,MISCELANEA GYNA,MISCELANEA,MEXICO,True
26873,NOM-142-SSA1-1995,LICOR,TIENDAS SORIANA S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
26875,NOM-142-SSA1-1995,BEBIDA ALCOHOLICA,TIENDAS SORIANA S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
26876,NOM-024-SCFI-2013,ARTICULOS PARA MASCOTAS,MASKOTA S.A. DE C.V.,ACCESORIOS PARA MASCOTA,MEXICO,True
26878,NOM-142-SSA1-1995,TEQUILA,AUTO HOTEL LAS VEGAS S.A. DE C.V.,HOTEL,MEXICO,True
26879,NOM-142-SSA1-1995,CERVEZA,AUTO HOTEL LAS VEGAS S.A. DE C.V.,HOTEL,MEXICO,True
26880,NOM-006-SCFI-2012,TEQUILA,HOTEL CAPRI /HOTELES MEXICANOS PARA EL TURISMO S.A.,HOTEL,MEXICO,True
26881,NOM-051-SCFI/SSA1-2010,REFRESCOS,ABARROTES LUPITA S.A.,BEBIDAS ALCOHOLICAS,MEXICO,True
26882,NOM-142-SSA1-1995,TEQUILA,GRUPO OPERATIVO MART S.A DE C. V.,TIENDAS DE CONVENIENCIA,MEXICO,True
26883,NOM-142-SSA1-1995,CERVEZA,ABARROTES  VINOS Y LICORES SAN FRANCISCO,ABARROTES,MEXICO,True
26884,NOM-090-SCFI-2014,ENCENDEDORES,ABARROTES SAN FRANCISCO,ABARROTES,MEXICO,True
26885,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,TIENDA CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,False
26886,NOM-141-SSA1/SCFI-2012,ARTICULOS PARA MASCOTAS,MASKOTA S.A. DE C.V.,ACCESORIOS PARA MASCOTA,MEXICO,True
26887,NOM-004-SCFI-2006,PRENDAS DE VESTIR,SALVAJE TENTACION Y/O CORPORACION MISAC S.A DE C.V.,PRENDAS DE VESTIR,MEXICO,True
26888,NOM-142-SSA1-1995,CERVEZA,HOTEL LA LOMA,HOTEL,MEXICO,True
26889,NOM-051-SCFI/SSA1-2010,AGUA  PURIFICADA,CREMERIA  LA CHIQUITA,CREMERIA,MEXICO,True
26890,NOM-051-SCFI/SSA1-2010,LECHE,CREMERIA  LA CHIQUITA,CREMERIA,MEXICO,True
26891,NOM-051-SCFI/SSA1-2010,FRIJOLES,CREMERIA  LA CHIQUITA,CREMERIA,MEXICO,True
26892,NOM-118-SCFI-2004,CERILLOS,ABARROTES LA SEVILLANA,ABARROTES,MEXICO,True
26893,NOM-051-SCFI/SSA1-2010,SOPA DE PASTA,CREMERIA S/N,CREMERIA,MEXICO,True
26894,NOM-051-SCFI/SSA1-2010,PURE DE TOMATE,CREMERIA S/N,CREMERIA,MEXICO,True
26895,NOM-051-SCFI/SSA1-2010,CHILES,CREMERIA S/N,CREMERIA,MEXICO,True
26896,NOM-186-SSA1/SCFI-2013,CHOCOLATE,DULCERIA  MAC MA,DULCERIA,MEXICO,True
26897,NOM-090-SCFI-2014,ENCENDEDORES,ABARROTES GONZALEZ,ABARROTES,MEXICO,True
26898,NOM-020-SCFI-1997,ARTICULOS DE PIEL,ARTICULOS DE PIEL S/N,ARTICULOS DE PIEL,MEXICO,True
26900,NOM-051-SCFI/SSA1-2010,BEBIDAS,CONTROLADORA DE FARMACIAS S.A.P.I. DE C.V.,FARMACIA,MEXICO,True
26901,NOM-004-SCFI-2006,PRENDAS DE VESTIR,STUDIO F PERINORTE,PRENDAS DE VESTIR,MEXICO,True
26902,NOM-004-SCFI-2006,LENCERIA,VICKY FORM  S.A.P.I DE C.V.,CORSETERIA Y LENCERIA,MEXICO,True
26903,NOM-006-SCFI-2012,TEQUILA,ABARROTES VINOS Y LICORES OASIS,ABARROTES VINOS Y LICORES,MEXICO,True
26904,NOM-142-SSA1-1995,CERVEZA,ABARROTES Y VINOS VALEDOR,ABARROTES,MEXICO,True
26905,NOM-006-SCFI-2012,TEQUILA,ABARROTES  VINOS Y LICORES LA HUASTECA,ABARROTES,MEXICO,True
26906,NOM-090-SCFI-2014,ENCENDEDORES,MISCELANEA LA CHINITA,MISCELANEA,MEXICO,True
26907,NOM-181-SCFI-2010,PRODUCTOS LACTEOS,ABARROTES EL PINOLITO,ABARROTES,MEXICO,True
26908,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,ARTICULOS DE  BELLEZA JORDANA,ARTICULOS DE BELLEZA,MEXICO,True
26909,NOM-051-SCFI/SSA1-2010,BEBIDAS,CINEPOLIS S.A. DE C.V.,CINEMA,MEXICO,True
26910,NOM-051-SCFI/SSA1-2010,BEBIDAS,SANBORNS HERMANOS S.A,TIENDAS DE CONVENIENCIA,MEXICO,True
26911,NOM-142-SSA1-1995,CERVEZA,RESTAURANTE EL ENCANTO JAROCHO,RESTAURANTE,MEXICO,True
26912,NOM-006-SCFI-2012,TEQUILA,MOTEL PUENTE GRANDE,HOTEL,MEXICO,True
26913,NOM-142-SSA1-1995,CERVEZA,MOTEL VILLA JARDIN  Y/O INMOBILIARIA RASMO UNDSA S.A.D EC.V.,HOTEL,MEXICO,True
26914,NOM-006-SCFI-2012,TEQUILA,RESTAURANT BAR ARMANDOS,RESTAURANT-BAR,MEXICO,True
26915,NOM-142-SSA1-1995,CERVEZA,RESTAURANTE - BAR TOLUQUITA LA BELLA,RESTAURANT-BAR,MEXICO,True
26916,NOM-142-SSA1-1995,BRANDY,RESTAURANTE - BAR TOLUQUITA LA BELLA,RESTAURANT-BAR,MEXICO,True
26917,NOM-142-SSA1-1995,RON,RESTAURANTE - BAR TOLUQUITA LA BELLA,RESTAURANT-BAR,MEXICO,True
26918,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA CHILIM BALAM,DULCERIA,MEXICO,True
26919,NOM-051-SCFI/SSA1-2010,AGUA  PURIFICADA,DULCERIA CHILIM BALAM,DULCERIA,MEXICO,True
26920,NOM-142-SSA1-1995,CERVEZA,HOTEL OASIS,HOTEL,MEXICO,True
26921,NOM-006-SCFI-2012,TEQUILA,HOTEL DEL LAGO,HOTEL,MEXICO,True
26922,NOM-006-SCFI-2012,TEQUILA,RESTAURANTE ESPADISIMO CHURRASQUERIA,RESTAURANTE,MEXICO,True
26924,NOM-051-SCFI/SSA1-2010,FRITURAS Y BOTANAS,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,False
26925,NOM-006-SCFI-2012,TEQUILA,HOTEL & VILLAS,HOTEL,MEXICO,True
26926,NOM-142-SSA1-1995,BRANDY,HOTEL DELICIAS Y/O COSTA DE MALAGA S.A. DE C.V.,HOTEL,MEXICO,True
26928,NOM-142-SSA1-1995,CERVEZA,AUTO  HOTEL PILARES Y/O FOXO S.A. DE C.V.,HOTEL,MEXICO,True
26929,NOM-006-SCFI-2012,TEQUILA,HOTEL REAL HACIENDA Y/O OPERTEL S.A. DE C.V.,HOTEL,MEXICO,True
26930,NOM-006-SCFI-2012,TEQUILA,HOTEL IBIZA PLAZA   Y/O   GONDOMAR S.A. DE C.V.,HOTEL,MEXICO,True
26931,NOM-006-SCFI-2012,TEQUILA,HOTEL KE COLOR,HOTEL,MEXICO,True
26932,NOM-006-SCFI-2012,TEQUILA,HOTEL GRAN VIA Y/O INMOBILIARIA FORREL S.A. DE C.V.,HOTEL,MEXICO,True
26933,NOM-006-SCFI-2012,TEQUILA,HOTEL BELESAR S.A. DE C.V.,HOTEL,MEXICO,True
26934,NOM-142-SSA1-1995,CERVEZA,HOTEL  VILLA PORTICOS Y/O REPRESENTACIONES TURISTICAS HISPANO MEXICANO S.A. C V.,HOTEL,MEXICO,True
26935,NOM-142-SSA1-1995,CERVEZA,HOTEL VILLA MELIAS Y/O INMOBILIARIA LOGARAM S.A. DE C.V.,HOTEL,MEXICO,True
26936,NOM-142-SSA1-1995,CERVEZA,PESCADOS Y MARISCOS EL PRIMO Y/O GASTRONOMICA ROJOCAR S DE R.L. DE C.V.,RESTAURANTE,MEXICO,True
26937,NOM-004-SCFI-2006,PRENDAS DE VESTIR,TIENDAS ALKAS S.A. DE C.V.,PRENDAS DE VESTIR,MEXICO,True
26938,NOM-006-SCFI-2012,TEQUILA,MOTEL VILLAS PUENTE,MOTEL,MEXICO,True
26939,NOM-006-SCFI-2012,TEQUILA,HOTEL ATENCO S.A. DE C.V.,HOTEL,MEXICO,True
26940,NOM-006-SCFI-2012,TEQUILA,MOTEL LAS FUENTES Y/ INMOBILIARIA Y OPERADORA VALLE DE MEXICO,MOTEL,MEXICO,True
26941,NOM-006-SCFI-2012,TEQUILA,HOTEL MAGNUM  Y/O CATOIRA S.A. DE C.V.,HOTEL,MEXICO,True
26942,NOM-142-SSA1-1995,CERVEZA,HOTEL VILLAS MORELOS,HOTEL,MEXICO,True
26943,NOM-051-SCFI/SSA1-2010,BEBIDAS,MOTEL IMPALA  S.A.,HOTEL,MEXICO,True
26944,NOM-006-SCFI-2012,TEQUILA,HOTEL LOS PRADOS Y/O MOTELES MEXICANOS S.A.,HOTEL,MEXICO,True
26945,NOM-006-SCFI-2012,TEQUILA,LA FUENTE Y/O HOTEL POSADA SIERRA NEVADA S.A. DE C.V.,RESTAURANTE,MEXICO,True
26946,NOM-006-SCFI-2012,TEQUILA,HOTEL HORIZONT / GRUPO HOTELERO JUCOMA S.A. DE C.V.,HOTEL,MEXICO,True
26947,NOM-006-SCFI-2012,TEQUILA,AUTO HOTEL VILLA GRECA,HOTEL,MEXICO,True
26948,NOM-006-SCFI-2012,TEQUILA,HOTEL SANTA CRUZ S. A.,HOTEL,MEXICO,True
26949,NOM-006-SCFI-2012,TEQUILA,HOTEL FANTASY,HOTEL,MEXICO,True
26950,NOM-142-SSA1-1995,CERVEZA,MOTEL SKALA Y/O PARADOR DE TLALNEPANTLA S.A. DE C.V.,MOTEL,MEXICO,True
26951,NOM-142-SSA1-1995,CERVEZA,MOTEL  ANDALUZ Y/O INMOBILIARIA SAGA OURENSE S.A. DE C.V.,HOTEL,MEXICO,True
26952,NOM-006-SCFI-2012,TEQUILA,HOTEL TULTITLAN,HOTEL,MEXICO,True
26953,NOM-006-SCFI-2012,TEQUILA,RESTAURANTE BAR LA CHILANGUITA Y/O OPERADORA CANTINITA CUAUTITLAN S.A. DE C.V.,RESTAURANT-BAR,MEXICO,True
26954,NOM-142-SSA1-1995,CERVEZA,HOTEL BALI Y/O MOTELES UNIDOS PARA EL ESTADO DE MEXICO S.A. DE C.V.,HOTEL,MEXICO,True
26955,NOM-051-SCFI/SSA1-2010,BEBIDAS,MOTEL CERRO PARK Y/O MOTEL CERRO PARK S.A. DE C.V.,HOTEL,MEXICO,True
26956,NOM-006-SCFI-2012,TEQUILA,HOTEL TIKAL Y/O INMOBILIARIA INOGAL S.A. DE C.V.,HOTEL,MEXICO,True
26957,NOM-006-SCFI-2012,TEQUILA,HOTEL BIKOS HOTELERIA EIROAS S.A. DE C.V.,HOTEL,MEXICO,True
26958,NOM-006-SCFI-2012,TEQUILA,HOTEL SAN ISIDRO,HOTEL,MEXICO,True
26959,NOM-142-SSA1-1995,CERVEZA,HOTEL MADEIRA Y/O FEACSA S.A. DE C..V,HOTEL,MEXICO,True
26960,NOM-006-SCFI-2012,TEQUILA,HOTEL VERONA  Y/O OPERADORA VENUS S.A. DE C.V.,HOTEL,MEXICO,True
26961,NOM-142-SSA1-1995,BRANDY,AUTO HOTEL  VILLA IZCALLI Y/O HOTELES LOGA S.A. DE CV..,HOTEL,MEXICO,True
26962,NOM-050-SCFI-2004,COSMETICOS,GRUPO INTIMATE S.A DE C.V.,CORSETERIA Y LENCERIA,MEXICO,True
26963,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VENTA DE ROPA YALE,PRENDAS DE VESTIR,MEXICO,True
26966,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LIZ MINELLI,PRENDAS DE VESTIR,MEXICO,True
26967,NOM-020-SCFI-1997,ZAPATOS,SALVAJE TENTACION Y/O CORPORACION MISAC S.A DE C.V.,PRENDAS DE VESTIR,MEXICO,True
26968,NOM-142-SSA1-1995,LICOR,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
26969,NOM-050-SCFI-2004,ARTICULOS PARA REGALO,REGALOS DE PRESTIGIO S.A DE C.V.,REGALOS,MEXICO,True
26972,NOM-050-SCFI-2004,CAFE,FARMACIA GUADALAJARA S.A DE C.V.,ZAPATERIA,MEXICO,True
26973,NOM-142-SSA1-1995,CERVEZA,TIENDAS EXTRA S.A  DE C.V.,TIENDAS DE CONVENIENCIA,MEXICO,True
26974,NOM-051-SCFI/SSA1-2010,REFRESCOS,SUPER POLLOS NOELIA,POLLERIA,MEXICO,True
26976,NOM-142-SSA1-1995,CERVEZA,HOTEL METROPOLIS Y/O INMOBILIARIA GORLIZ S.A. DE C.V.,HOTEL,MEXICO,True
26977,NOM-142-SSA1-1995,CERVEZA,COCINANDO ESPECIALIDADES S.A DE C.V.,RESTAURANTE,MEXICO,True
26978,NOM-004-SCFI-2006,PRENDAS DE VESTIR,SANTORY INTERNACIONAL S. A. DE C.V.,PRENDAS DE VESTIR,MEXICO,True
26980,NOM-005-ENER-2012,LAVADORAS,FAMSA MEXICO S.A. DE  C.V,MUEBLERIA,MEXICO,True
26981,NOM-006-SCFI-2012,TEQUILA,HOTEL PERINORTE Y/O HOTELERA PUERTA NORTE  S.A DE C.V.,HOTEL,MEXICO,True
26982,NOM-090-SCFI-2014,ENCENDEDORES,MINI SUPER LA DIVINA,MINI SUPER,MEXICO,True
26983,NOM-006-SCFI-2012,TEQUILA,MINI SUPER OASIS,MINI SUPER,MEXICO,True
26984,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS, SUPER SOYA   NUEVE S.A DE C.V.,COMPLEMENTOS ALIMENTICIOS,MEXICO,False
26985,NOM-051-SCFI/SSA1-2010,AGUA  PURIFICADA,FARMACIA DAMAR,FARMACIA,MEXICO,True
26986,NOM-050-SCFI-2004,PRODUCTOS ENLATADOS,OBRADOR Y EMPACADORA LA BARCA S.A. DE C.V.,CREMERIA,MEXICO,True
26987,NOM-004-SCFI-2006,PRENDAS DE VESTIR,LINEAS Y/O JULYA S.A DE C.V.,PRENDAS DE VESTIR,MEXICO,True
26988,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA COCARO S.A. DE C.V.,ZAPATERIA,MEXICO,True
26989,NOM-020-SCFI-1997,PRENDAS DE VESTIR,ROPA Y CALZADO BOTAS JOE,ZAPATERIA,MEXICO,False
26990,NOM-051-SCFI/SSA1-2010,BEBIDAS,OPERADORA KFC S.A DE C.V.  Y/O PREMIUM RESTAURANT BRANDS S DE R.L. DE C.V.,RESTAURANTE,MEXICO,True
26991,NOM-004-SCFI-2006,PRENDAS DE VESTIR,EL TIEN-DON Y/O OPORTUNIDAD S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
26992,NOM-051-SCFI/SSA1-2010,BEBIDAS,RIO AUTOSERVICIO S.A. DE C.V.,RESTAURANTE,MEXICO,True
26993,NOM-090-SCFI-2014,ENCENDEDORES,MISCELANEA LA ROSA,MISCELANEA,MEXICO,True
26994,NOM-051-SCFI/SSA1-2010,ATUN,COMERCIALIZADORA GRUPO SCORPION  S.A. DE C.V.,ABARROTES,MEXICO,True
26995,NOM-051-SCFI/SSA1-2010,REFRESCOS,COMERCIALIZADORA GRUPO SCORPION  S.A. DE C.V.,ABARROTES,MEXICO,True
26996,NOM-090-SCFI-2014,ENCENDEDORES,MISCELANEA LEON,MISCELANEA,MEXICO,True
26997,NOM-142-SSA1-1995,CERVEZA,ABARROTES MARIA BARBARA,ABARROTES,MEXICO,True
26998,NOM-050-SCFI-2004,ACCESORIOS P/ TELEFONO CELULAR,ADN ELECTRONICA ATIZAPAN,PRODUCTOS ELECTRONICOS,MEXICO,True
26999,NOM-051-SCFI/SSA1-2010,BEBIDAS,PREMIUM RESTAURANT BRANDS S DE R.L. DE C.V.,COMIDA RAPIDA CADENAS,MEXICO,True
27000,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VENTA DE ROPA POR DISTINCION S.A. DE C.V. Y/O MILANO,TIENDA DEPARTAMENTAL,MEXICO,True
27002,NOM-051-SCFI/SSA1-2010,REFRESCOS,NUEVA WALMART DE MEXICO S.DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27003,NOM-051-SCFI/SSA1-2010,PAN,NUEVA WALMART DE MEXICO S.DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27004,NOM-050-SCFI-2004,ARTICULOS DE LIMPIEZA PERSONAL,TIENDAS CHEDRAHUI S.A C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27005,NOM-084-SCFI-1994,ATUN,MINISUPER  ABARROTES VINOS Y LICORES LA HERRADURA Y/O THE OXXTRO,BEBIDAS ALCOHOLICAS,MEXICO,True
27006,NOM-139-SCFI-2012,VAINILLA,MATERIAS PRIMAS EL TEO,MATERIAS PRIMAS,MEXICO,True
27007,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,DULCERIA CHILIM-BALAM   S. DE R.L. DE C.V.,DULCERIA,MEXICO,True
27008,NOM-051-SCFI/SSA1-2010,BEBIDAS,DULCERIA CHILIM-BALAM   S. DE R.L. DE C.V.,DULCERIA,MEXICO,True
27009,NOM-142-SSA1-1995,CERVEZA,OPERADORA RAINFOREST S.A. DE C.V.,RESTAURANTE,MEXICO,True
27010,NOM-050-SCFI-2004,COSMETICOS,COSMETICOS Y ARTICULOS PARA MUJER  S/N,ARTICULOS DE BELLEZA,MEXICO,True
27011,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA LA MILAGRESA Y/O GRUPO MILAGRESA  S.A.D E C.V.,ZAPATERIA,MEXICO,True
27013,NOM-084-SCFI-1994,ATUN,ABARROTES LA CARRETERA,ABARROTES,MEXICO,True
27014,NOM-084-SCFI-1994,ATUN,ABARROTES LA LUNA,ABARROTES,MEXICO,True
27015,NOM-051-SCFI/SSA1-2010,PRODUCTOS ALIMENTICIOS,SUPER ANTïS MART,ABARROTES,MEXICO,True
27016,NOM-142-SSA1-1995,CERVEZA,RESTAURANTE LOS DE PESCADO,RESTAURANTE,MEXICO,True
27017,NOM-050-SCFI-2004,ACCESORIOS PARA DAMA,ARTICULOS DE MUJER CHACHARITAS,ARTICULOS DE BELLEZA,MEXICO,True
27018,NOM-051-SCFI/SSA1-2010,REFRESCOS,FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MEXICO,True
27019,NOM-084-SCFI-1994,ATUN,SUPERCITO DOOM,MINI SUPER,MEXICO,True
27020,NOM-084-SCFI-1994,ATUN,TIENDAS CHEDRAUI S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27021,NOM-051-SCFI/SSA1-2010,REFRESCOS,CHELAS Y MARISCOS EXPRESS PEPES,PESCADOS Y MARISCOS,MEXICO,True
27022,NOM-084-SCFI-1994,ATUN,MISCELANEA MAYE,ABARROTES,MEXICO,True
27023,NOM-051-SCFI/SSA1-2010,REFRESCOS,MARISQUERIA LOS CUÑADOS JAROCHOS,OSTIONERIA Y MARISQUERIA,MEXICO,True
27024,NOM-084-SCFI-1994,ATUN,MISCELANEA LA CORONA,MISCELANEA,MEXICO,True
27025,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VENTA DE ROPA PARA BEBE MART Y/O BEBE MART S.A. DE C.V.,ROPA INFANTIL,MEXICO,True
27026,NOM-051-SCFI/SSA1-2010,PURE DE TOMATE,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,LAVADO Y ENGRASADO,MEXICO,True
27027,NOM-051-SCFI/SSA1-2010,SALSA,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,LAVADO Y ENGRASADO,MEXICO,True
27028,NOM-051-SCFI/SSA1-2010,PESCADO  FRESCO,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,LAVADO Y ENGRASADO,MEXICO,True
27031,NOM-051-SCFI/SSA1-2010,BEBIDAS,FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MEXICO,True
27032,NOM-006-SCFI-2012,TEQUILA,MINI SUPER EL CHINO,MINI SUPER,MEXICO,True
27033,NOM-084-SCFI-1994,ATUN,ABARROTES EL PUMA ABARROTERO Y/O VIVERES DE TLALNEPANTLA S.A.,ABARROTES,MEXICO,True
27034,NOM-004-SCFI-2006,PRENDAS DE VESTIR,VENTA DE ROPA FUROR,PRENDAS DE VESTIR,MEXICO,True
27035,NOM-050-SCFI-2004,PINTURA VINILICA,GRUPO PARISINA S.A. C.V.,TEXTILES,MEXICO,True
27036,NOM-050-SCFI-2004,MERCERIA Y BONETERIA,MODATELA S.A DE C.V.,MERCERIA,MEXICO,True
27037,NOM-051-SCFI/SSA1-2010,REFRESCOS,RESTAURANTE MACANUDO,RESTAURANTE,MEXICO,True
27038,NOM-084-SCFI-1994,ATUN,ABARROTES LA BUENA FORTUNA,ABARROTES,MEXICO,True
27039,NOM-084-SCFI-1994,ATUN,TIENDAS CHEDRAHUI S.A DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27040,NOM-084-SCFI-1994,ATUN,CREMERIA Y ABARROTES LA TAPATIA,ABARROTES,MEXICO,True
27041,NOM-084-SCFI-1994,ATUN,ABARROTES VINOS Y LICORES LA HERRADURA,ABARROTES VINOS Y LICORES,MEXICO,True
27042,NOM-020-SCFI-1997,ZAPATOS,ZAPATERIA STYLO  Y/O   CALZADO CURTIDO S.A. DE C.V.,ZAPATERIA,MEXICO,True
27043,NOM-084-SCFI-1994,ATUN,CREMERIA ROSITA,CREMERIA,MEXICO,True
27044,NOM-084-SCFI-1994,ATUN,ABARROTES  VINOS Y LICORES LA CANTERA,BEBIDAS ALCOHOLICAS,MEXICO,True
27045,NOM-051-SCFI/SSA1-2010,REFRESCOS,MARISQUERIA  LA FLOR DE TUXPAN,OSTIONERIA Y MARISQUERIA,MEXICO,True
27046,NOM-051-SCFI/SSA1-2010,REFRESCOS,MARISQUERIA LAS REDES,OSTIONERIA Y MARISQUERIA,MEXICO,True
27047,NOM-084-SCFI-1994,ATUN,ABARROTES LUNA,ABARROTES,MEXICO,True
27048,NOM-084-SCFI-1994,ATUN,MINI SUPER  SHERWOOD,ABARROTES,MEXICO,True
27049,NOM-084-SCFI-1994,ATUN,NUEVA WALMART DE MEXICO S DE .R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27051,NOM-051-SCFI/SSA1-2010,REFRESCOS,TIENDAS EXTRA S.A DE C.V.,TIENDAS DE CONVENIENCIA,MEXICO,True
27052,NOM-051-SCFI/SSA1-2010,PRODUCTOS ENLATADOS,TIENDAS EXTRA S.A DE C.V.,TIENDAS DE CONVENIENCIA,MEXICO,True
27053,NOM-084-SCFI-1994,ATUN,MISCELANEA VIVEROS,ABARROTES,MEXICO,True
27054,NOM-051-SCFI/SSA1-2010,PRODUCTOS LACTEOS,CREMERIA MEXICO,CREMERIA,MEXICO,True
27055,NOM-051-SCFI/SSA1-2010,SALSA,CREMERIA MEXICO,CREMERIA,MEXICO,True
27056,NOM-051-SCFI/SSA1-2010,MAYONESA,CREMERIA MEXICO,CREMERIA,MEXICO,True
27058,NOM-051-SCFI/SSA1-2010,SALSA,CREMERIA 2000,CREMERIA,MEXICO,True
27059,NOM-051-SCFI/SSA1-2010,MAYONESA,CREMERIA 2000,CREMERIA,MEXICO,True
27060,NOM-051-SCFI/SSA1-2010,CHILES,CREMERIA 2000,CREMERIA,MEXICO,True
27061,NOM-084-SCFI-1994,ACEITE COMESTIBLE,CREMERIA 2000,CREMERIA,MEXICO,True
27062,NOM-084-SCFI-1994,ATUN,MISCELANEA EL DESPACHO,MISCELANEA,MEXICO,True
27063,NOM-051-SCFI/SSA1-2010,REFRESCOS,MARISQUERIA SOLO VERACRUZ ES BELLO Y/O BOGOVANTE S.A DE C.V.,OSTIONERIA Y MARISQUERIA,MEXICO,True
27064,NOM-051-SCFI/SSA1-2010,REFRESCOS,MARISQUERIA EL GUSTO JAROCHO,OSTIONERIA Y MARISQUERIA,MEXICO,True
27065,NOM-084-SCFI-1994,ATUN,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27066,NOM-084-SCFI-1994,ATUN,CREMERIA Y SALCHICHONERIA LA PRUEBA,CREMERIA,MEXICO,True
27067,NOM-051-SCFI/SSA1-2010,ENSALADAS,CHILES SECOS Y SEMILLAS XALISIENCE,SEMILLAS Y CHILES SECOS,MEXICO,True
27068,NOM-051-SCFI/SSA1-2010,SALSA,CHILES SECOS Y SEMILLAS XALISIENCE,SEMILLAS Y CHILES SECOS,MEXICO,True
27069,NOM-051-SCFI/SSA1-2010,MAYONESA,CHILES SECOS Y SEMILLAS XALISIENCE,SEMILLAS Y CHILES SECOS,MEXICO,True
27070,NOM-187-SSA1/SCFI-2002,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,ABARROTES ANGEL,ABARROTES,MEXICO,True
27071,NOM-051-SCFI/SSA1-2010,SALSA,ABARROTES DIPASA,ABARROTES,MEXICO,True
27072,NOM-051-SCFI/SSA1-2010,SARDINAS,ABARROTES DIPASA,ABARROTES,MEXICO,True
27073,NOM-051-SCFI/SSA1-2010,CHILES,ABARROTES DIPASA,ABARROTES,MEXICO,True
27074,NOM-051-SCFI/SSA1-2010,SALSA,ABARROTES EL DORADO,ABARROTES,MEXICO,True
27075,NOM-051-SCFI/SSA1-2010,SARDINAS,ABARROTES EL DORADO,ABARROTES,MEXICO,True
27076,NOM-084-SCFI-1994,ATUN,MISCELANEA LA HIDALGUENSE,ABARROTES,MEXICO,True
27077,NOM-051-SCFI/SSA1-2010,BEBIDAS,MARISQUERIA DON ROQUE,OSTIONERIA Y MARISQUERIA,MEXICO,True
27078,NOM-051-SCFI/SSA1-2010,AGUA  PURIFICADA,FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MEXICO,True
27079,NOM-051-SCFI/SSA1-2010,DULCES Y GOLOSINAS,FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MEXICO,True
27080,NOM-051-SCFI/SSA1-2010,BEBIDAS,FARMACIA LA GENEROSA,FARMACIA,MEXICO,True
27082,NOM-084-SCFI-1994,ATUN,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICO,True
27083,NOM-051-SCFI/SSA1-2010,GALLETAS,CREMERIA 2000,CREMERIA,MEXICO,True
27085,NOM-051-SCFI/SSA1-2010,ENSALADAS,CREMERIA 2000,CREMERIA,MEXICO,True
27086,NOM-051-SCFI/SSA1-2010,BEBIDAS,CENTRO GASTRONOMICO LA BARRANCA S.A DE C.V.,OSTIONERIA Y MARISQUERIA,MEXICO,True
27087,NOM-084-SCFI-1994,ATUN,SCORPIONS DISTRIBUIDOR MAYORISTA S.A DE C.V.,ABARROTES,MEXICO,True
27088,NOM-051-SCFI/SSA1-2010,PAPEL HIGIENICO,FARMACIA BENAVIDES S.A DE C.V.,FARMACIA,MEXICO,False
